Time,Lane 1 Flow (Veh/5 Minutes)
05/14/2018 15:10:00,657
05/14/2018 15:15:00,649
05/14/2018 15:20:00,558
05/14/2018 15:25:00,582
05/14/2018 15:30:00,571
05/14/2018 15:35:00,552
05/14/2018 15:40:00,597
05/14/2018 15:45:00,543
05/14/2018 15:50:00,622
05/14/2018 15:55:00,548
05/14/2018 16:00:00,565
05/14/2018 16:05:00,550
05/14/2018 16:10:00,546
05/14/2018 16:15:00,557
05/14/2018 16:20:00,643
05/14/2018 16:25:00,573
05/14/2018 16:30:00,571
05/14/2018 16:35:00,623
05/14/2018 16:40:00,577
05/14/2018 16:45:00,614
05/14/2018 16:50:00,548
05/14/2018 16:55:00,567
05/14/2018 17:00:00,554
05/14/2018 17:05:00,567
05/14/2018 17:10:00,612
05/14/2018 17:15:00,573
05/14/2018 17:20:00,568
05/14/2018 17:25:00,565
05/14/2018 17:30:00,560
05/14/2018 17:35:00,525
05/14/2018 17:40:00,519
05/14/2018 17:45:00,599
05/14/2018 17:50:00,603
05/14/2018 17:55:00,506
05/14/2018 18:00:00,500
05/14/2018 18:05:00,491
05/14/2018 18:10:00,498
05/14/2018 18:15:00,515
05/14/2018 18:20:00,487
05/14/2018 18:25:00,424
05/14/2018 18:30:00,437
05/14/2018 18:35:00,390
05/14/2018 18:40:00,444
05/14/2018 18:45:00,381
05/14/2018 18:50:00,215
05/14/2018 18:55:00,441
05/14/2018 19:00:00,439
05/14/2018 19:05:00,348
05/14/2018 19:10:00,346
05/14/2018 19:15:00,344
05/14/2018 19:20:00,363
05/14/2018 19:25:00,334
05/14/2018 19:30:00,307
05/14/2018 19:35:00,334
05/14/2018 19:40:00,341
05/14/2018 19:45:00,341
05/14/2018 19:50:00,323
05/14/2018 19:55:00,312
05/14/2018 20:00:00,349
05/14/2018 20:05:00,303
05/14/2018 20:10:00,341
05/14/2018 20:15:00,325
05/14/2018 20:20:00,352
05/14/2018 20:25:00,323
05/14/2018 20:30:00,331
05/14/2018 20:35:00,252
05/14/2018 20:40:00,278
05/14/2018 20:45:00,291
05/14/2018 20:50:00,281
05/14/2018 20:55:00,295
05/14/2018 21:00:00,313
05/14/2018 21:05:00,285
05/14/2018 21:10:00,308
05/14/2018 21:15:00,301
05/14/2018 21:20:00,274
05/14/2018 21:25:00,241
05/14/2018 21:30:00,256
05/14/2018 21:35:00,262
05/14/2018 21:40:00,255
05/14/2018 21:45:00,215
05/14/2018 21:50:00,242
05/14/2018 21:55:00,223
05/14/2018 22:00:00,203
05/14/2018 22:05:00,224
05/14/2018 22:10:00,233
05/14/2018 22:15:00,205
05/14/2018 22:20:00,174
05/14/2018 22:25:00,178
05/14/2018 22:30:00,190
05/14/2018 22:35:00,184
05/14/2018 22:40:00,166
05/14/2018 22:45:00,136
05/14/2018 22:50:00,152
05/14/2018 22:55:00,129
05/14/2018 23:00:00,133
05/14/2018 23:05:00,137
05/14/2018 23:10:00,138
05/14/2018 23:15:00,137
05/14/2018 23:20:00,113
05/14/2018 23:25:00,126
05/14/2018 23:30:00,93
05/14/2018 23:35:00,101
05/14/2018 23:40:00,105
05/14/2018 23:45:00,112
05/14/2018 23:50:00,102
05/14/2018 23:55:00,85
05/15/2018 00:00:00,88
05/15/2018 00:05:00,93
05/15/2018 00:10:00,80
05/15/2018 00:15:00,83
05/15/2018 00:20:00,83
05/15/2018 00:25:00,69
05/15/2018 00:30:00,60
05/15/2018 00:35:00,55
05/15/2018 00:40:00,48
05/15/2018 00:45:00,40
05/15/2018 00:50:00,30
05/15/2018 00:55:00,33
05/15/2018 01:00:00,32
05/15/2018 01:05:00,35
05/15/2018 01:10:00,44
05/15/2018 01:15:00,35
05/15/2018 01:20:00,36
05/15/2018 01:25:00,32
05/15/2018 01:30:00,27
05/15/2018 01:35:00,27
05/15/2018 01:40:00,22
05/15/2018 01:45:00,35
05/15/2018 01:50:00,23
05/15/2018 01:55:00,28
05/15/2018 02:00:00,27
05/15/2018 02:05:00,26
05/15/2018 02:10:00,29
05/15/2018 02:15:00,30
05/15/2018 02:20:00,26
05/15/2018 02:25:00,19
05/15/2018 02:30:00,14
05/15/2018 02:35:00,13
05/15/2018 02:40:00,25
05/15/2018 02:45:00,17
05/15/2018 02:50:00,21
05/15/2018 02:55:00,11
05/15/2018 03:00:00,17
05/15/2018 03:05:00,15
05/15/2018 03:10:00,15
05/15/2018 03:15:00,21
05/15/2018 03:20:00,13
05/15/2018 03:25:00,12
05/15/2018 03:30:00,11
05/15/2018 03:35:00,17
05/15/2018 03:40:00,20
05/15/2018 03:45:00,20
05/15/2018 03:50:00,21
05/15/2018 03:55:00,13
05/15/2018 04:00:00,20
05/15/2018 04:05:00,13
05/15/2018 04:10:00,21
05/15/2018 04:15:00,15
05/15/2018 04:20:00,16
05/15/2018 04:25:00,24
05/15/2018 04:30:00,27
05/15/2018 04:35:00,21
05/15/2018 04:40:00,15
05/15/2018 04:45:00,32
05/15/2018 04:50:00,45
05/15/2018 04:55:00,30
05/15/2018 05:00:00,21
05/15/2018 05:05:00,47
05/15/2018 05:10:00,41
05/15/2018 05:15:00,47
05/15/2018 05:20:00,45
05/15/2018 05:25:00,49
05/15/2018 05:30:00,73
05/15/2018 05:35:00,57
05/15/2018 05:40:00,70
05/15/2018 05:45:00,73
05/15/2018 05:50:00,87
05/15/2018 05:55:00,107
05/15/2018 06:00:00,89
05/15/2018 06:05:00,100
05/15/2018 06:10:00,105
05/15/2018 06:15:00,99
05/15/2018 06:20:00,107
05/15/2018 06:25:00,124
05/15/2018 06:30:00,149
05/15/2018 06:35:00,157
05/15/2018 06:40:00,171
05/15/2018 06:45:00,198
05/15/2018 06:50:00,199
05/15/2018 06:55:00,216
05/15/2018 07:00:00,219
05/15/2018 07:05:00,197
05/15/2018 07:10:00,237
05/15/2018 07:15:00,221
05/15/2018 07:20:00,261
05/15/2018 07:25:00,271
05/15/2018 07:30:00,299
05/15/2018 07:35:00,299
05/15/2018 07:40:00,328
05/15/2018 07:45:00,308
05/15/2018 07:50:00,286
05/15/2018 07:55:00,315
05/15/2018 08:00:00,272
05/15/2018 08:05:00,301
05/15/2018 08:10:00,301
05/15/2018 08:15:00,322
05/15/2018 08:20:00,291
05/15/2018 08:25:00,264
05/15/2018 08:30:00,274
05/15/2018 08:35:00,266
05/15/2018 08:40:00,304
05/15/2018 08:45:00,346
05/15/2018 08:50:00,317
05/15/2018 08:55:00,321
05/15/2018 09:00:00,248
05/15/2018 09:05:00,309
05/15/2018 09:10:00,274
05/15/2018 09:15:00,274
05/15/2018 09:20:00,294
05/15/2018 09:25:00,285
05/15/2018 09:30:00,257
05/15/2018 09:35:00,250
05/15/2018 09:40:00,275
05/15/2018 09:45:00,291
05/15/2018 09:50:00,318
05/15/2018 09:55:00,302
05/15/2018 10:00:00,275
05/15/2018 10:05:00,266
05/15/2018 10:10:00,321
05/15/2018 10:15:00,318
05/15/2018 10:20:00,290
05/15/2018 10:25:00,308
05/15/2018 10:30:00,327
05/15/2018 10:35:00,346
05/15/2018 10:40:00,332
05/15/2018 10:45:00,329
05/15/2018 10:50:00,347
05/15/2018 10:55:00,312
05/15/2018 11:00:00,325
05/15/2018 11:05:00,331
05/15/2018 11:10:00,348
05/15/2018 11:15:00,381
05/15/2018 11:20:00,377
05/15/2018 11:25:00,343
05/15/2018 11:30:00,352
05/15/2018 11:35:00,385
05/15/2018 11:40:00,380
05/15/2018 11:45:00,388
05/15/2018 11:50:00,384
05/15/2018 11:55:00,386
05/15/2018 12:00:00,400
05/15/2018 12:05:00,405
05/15/2018 12:10:00,417
05/15/2018 12:15:00,418
05/15/2018 12:20:00,427
05/15/2018 12:25:00,406
05/15/2018 12:30:00,401
05/15/2018 12:35:00,413
05/15/2018 12:40:00,404
05/15/2018 12:45:00,398
05/15/2018 12:50:00,414
05/15/2018 12:55:00,418
05/15/2018 13:00:00,418
05/15/2018 13:05:00,446
05/15/2018 13:10:00,469
05/15/2018 13:15:00,464
05/15/2018 13:20:00,453
05/15/2018 13:25:00,430
05/15/2018 13:30:00,447
05/15/2018 13:35:00,460
05/15/2018 13:40:00,469
05/15/2018 13:45:00,484
05/15/2018 13:50:00,474
05/15/2018 13:55:00,459
05/15/2018 14:00:00,470
05/15/2018 14:05:00,489
05/15/2018 14:10:00,524
05/15/2018 14:15:00,537
05/15/2018 14:20:00,562
05/15/2018 14:25:00,544
05/15/2018 14:30:00,535
05/15/2018 14:35:00,564
05/15/2018 14:40:00,567
05/15/2018 14:45:00,580
05/15/2018 14:50:00,584
05/15/2018 14:55:00,550
05/15/2018 15:00:00,536
05/15/2018 15:05:00,581
05/15/2018 15:10:00,606
05/15/2018 15:15:00,603
05/15/2018 15:20:00,589
05/15/2018 15:25:00,575
05/15/2018 15:30:00,592
05/15/2018 15:35:00,587
05/15/2018 15:40:00,600
05/15/2018 15:45:00,560
05/15/2018 15:50:00,599
05/15/2018 15:55:00,515
05/15/2018 16:00:00,540
05/15/2018 16:05:00,550
05/15/2018 16:10:00,532
05/15/2018 16:15:00,554
05/15/2018 16:20:00,526
05/15/2018 16:25:00,544
05/15/2018 16:30:00,539
05/15/2018 16:35:00,559
05/15/2018 16:40:00,573
05/15/2018 16:45:00,562
05/15/2018 16:50:00,544
05/15/2018 16:55:00,548
05/15/2018 17:00:00,551
05/15/2018 17:05:00,576
05/15/2018 17:10:00,593
05/15/2018 17:15:00,588
05/15/2018 17:20:00,596
05/15/2018 17:25:00,602
05/15/2018 17:30:00,590
05/15/2018 17:35:00,580
05/15/2018 17:40:00,582
05/15/2018 17:45:00,547
05/15/2018 17:50:00,579
05/15/2018 17:55:00,551
05/15/2018 18:00:00,570
05/15/2018 18:05:00,582
05/15/2018 18:10:00,565
05/15/2018 18:15:00,569
05/15/2018 18:20:00,526
05/15/2018 18:25:00,480
05/15/2018 18:30:00,451
05/15/2018 18:35:00,471
05/15/2018 18:40:00,457
05/15/2018 18:45:00,460
05/15/2018 18:50:00,431
05/15/2018 18:55:00,403
05/15/2018 19:00:00,394
05/15/2018 19:05:00,377
05/15/2018 19:10:00,419
05/15/2018 19:15:00,410
05/15/2018 19:20:00,387
05/15/2018 19:25:00,381
05/15/2018 19:30:00,359
05/15/2018 19:35:00,377
05/15/2018 19:40:00,380
05/15/2018 19:45:00,375
05/15/2018 19:50:00,361
05/15/2018 19:55:00,346
05/15/2018 20:00:00,358
05/15/2018 20:05:00,349
05/15/2018 20:10:00,391
05/15/2018 20:15:00,369
05/15/2018 20:20:00,358
05/15/2018 20:25:00,339
05/15/2018 20:30:00,341
05/15/2018 20:35:00,334
05/15/2018 20:40:00,342
05/15/2018 20:45:00,345
05/15/2018 20:50:00,346
05/15/2018 20:55:00,319
05/15/2018 21:00:00,338
05/15/2018 21:05:00,334
05/15/2018 21:10:00,346
05/15/2018 21:15:00,346
05/15/2018 21:20:00,310
05/15/2018 21:25:00,288
05/15/2018 21:30:00,288
05/15/2018 21:35:00,288
05/15/2018 21:40:00,289
05/15/2018 21:45:00,287
05/15/2018 21:50:00,241
05/15/2018 21:55:00,241
05/15/2018 22:00:00,234
05/15/2018 22:05:00,233
05/15/2018 22:10:00,253
05/15/2018 22:15:00,222
05/15/2018 22:20:00,216
05/15/2018 22:25:00,208
05/15/2018 22:30:00,181
05/15/2018 22:35:00,190
05/15/2018 22:40:00,194
05/15/2018 22:45:00,163
05/15/2018 22:50:00,157
05/15/2018 22:55:00,148
05/15/2018 23:00:00,164
05/15/2018 23:05:00,153
05/15/2018 23:10:00,159
05/15/2018 23:15:00,150
05/15/2018 23:20:00,135
05/15/2018 23:25:00,120
05/15/2018 23:30:00,113
05/15/2018 23:35:00,129
05/15/2018 23:40:00,111
05/15/2018 23:45:00,102
05/15/2018 23:50:00,107
05/15/2018 23:55:00,104
05/16/2018 00:00:00,101
05/16/2018 00:05:00,103
05/16/2018 00:10:00,93
05/16/2018 00:15:00,90
05/16/2018 00:20:00,84
05/16/2018 00:25:00,65
05/16/2018 00:30:00,72
05/16/2018 00:35:00,67
05/16/2018 00:40:00,53
05/16/2018 00:45:00,55
05/16/2018 00:50:00,50
05/16/2018 00:55:00,39
05/16/2018 01:00:00,50
05/16/2018 01:05:00,53
05/16/2018 01:10:00,38
05/16/2018 01:15:00,40
05/16/2018 01:20:00,47
05/16/2018 01:25:00,37
05/16/2018 01:30:00,42
05/16/2018 01:35:00,37
05/16/2018 01:40:00,38
05/16/2018 01:45:00,33
05/16/2018 01:50:00,31
05/16/2018 01:55:00,34
05/16/2018 02:00:00,36
05/16/2018 02:05:00,32
05/16/2018 02:10:00,30
05/16/2018 02:15:00,34
05/16/2018 02:20:00,29
05/16/2018 02:25:00,26
05/16/2018 02:30:00,30
05/16/2018 02:35:00,23
05/16/2018 02:40:00,26
05/16/2018 02:45:00,23
05/16/2018 02:50:00,19
05/16/2018 02:55:00,20
05/16/2018 03:00:00,19
05/16/2018 03:05:00,20
05/16/2018 03:10:00,12
05/16/2018 03:15:00,15
05/16/2018 03:20:00,16
05/16/2018 03:25:00,13
05/16/2018 03:30:00,13
05/16/2018 03:35:00,17
05/16/2018 03:40:00,23
05/16/2018 03:45:00,17
05/16/2018 03:50:00,18
05/16/2018 03:55:00,20
05/16/2018 04:00:00,15
05/16/2018 04:05:00,20
05/16/2018 04:10:00,20
05/16/2018 04:15:00,18
05/16/2018 04:20:00,20
05/16/2018 04:25:00,19
05/16/2018 04:30:00,22
05/16/2018 04:35:00,27
05/16/2018 04:40:00,32
05/16/2018 04:45:00,29
05/16/2018 04:50:00,25
05/16/2018 04:55:00,38
05/16/2018 05:00:00,35
05/16/2018 05:05:00,32
05/16/2018 05:10:00,44
05/16/2018 05:15:00,46
05/16/2018 05:20:00,50
05/16/2018 05:25:00,44
05/16/2018 05:30:00,53
05/16/2018 05:35:00,70
05/16/2018 05:40:00,79
05/16/2018 05:45:00,88
05/16/2018 05:50:00,81
05/16/2018 05:55:00,78
05/16/2018 06:00:00,86
05/16/2018 06:05:00,102
05/16/2018 06:10:00,103
05/16/2018 06:15:00,118
05/16/2018 06:20:00,115
05/16/2018 06:25:00,136
05/16/2018 06:30:00,147
05/16/2018 06:35:00,163
05/16/2018 06:40:00,187
05/16/2018 06:45:00,183
05/16/2018 06:50:00,198
05/16/2018 06:55:00,168
05/16/2018 07:00:00,173
05/16/2018 07:05:00,209
05/16/2018 07:10:00,250
05/16/2018 07:15:00,238
05/16/2018 07:20:00,280
05/16/2018 07:25:00,274
05/16/2018 07:30:00,289
05/16/2018 07:35:00,325
05/16/2018 07:40:00,360
05/16/2018 07:45:00,334
05/16/2018 07:50:00,307
05/16/2018 07:55:00,303
05/16/2018 08:00:00,278
05/16/2018 08:05:00,297
05/16/2018 08:10:00,309
05/16/2018 08:15:00,306
05/16/2018 08:20:00,288
05/16/2018 08:25:00,298
05/16/2018 08:30:00,295
05/16/2018 08:35:00,320
05/16/2018 08:40:00,351
05/16/2018 08:45:00,358
05/16/2018 08:50:00,344
05/16/2018 08:55:00,321
05/16/2018 09:00:00,295
05/16/2018 09:05:00,279
05/16/2018 09:10:00,295
05/16/2018 09:15:00,298
05/16/2018 09:20:00,291
05/16/2018 09:25:00,309
05/16/2018 09:30:00,299
05/16/2018 09:35:00,313
05/16/2018 09:40:00,299
05/16/2018 09:45:00,300
05/16/2018 09:50:00,306
05/16/2018 09:55:00,331
05/16/2018 10:00:00,283
05/16/2018 10:05:00,272
05/16/2018 10:10:00,305
05/16/2018 10:15:00,295
05/16/2018 10:20:00,316
05/16/2018 10:25:00,313
05/16/2018 10:30:00,300
05/16/2018 10:35:00,309
05/16/2018 10:40:00,335
05/16/2018 10:45:00,343
05/16/2018 10:50:00,355
05/16/2018 10:55:00,329
05/16/2018 11:00:00,354
05/16/2018 11:05:00,343
05/16/2018 11:10:00,355
05/16/2018 11:15:00,369
05/16/2018 11:20:00,398
05/16/2018 11:25:00,363
05/16/2018 11:30:00,366
05/16/2018 11:35:00,345
05/16/2018 11:40:00,384
05/16/2018 11:45:00,400
05/16/2018 11:50:00,409
05/16/2018 11:55:00,401
05/16/2018 12:00:00,384
05/16/2018 12:05:00,412
05/16/2018 12:10:00,421
05/16/2018 12:15:00,406
05/16/2018 12:20:00,419
05/16/2018 12:25:00,396
05/16/2018 12:30:00,389
05/16/2018 12:35:00,433
05/16/2018 12:40:00,415
05/16/2018 12:45:00,433
05/16/2018 12:50:00,419
05/16/2018 12:55:00,414
05/16/2018 13:00:00,418
05/16/2018 13:05:00,446
05/16/2018 13:10:00,489
05/16/2018 13:15:00,475
05/16/2018 13:20:00,456
05/16/2018 13:25:00,469
05/16/2018 13:30:00,458
05/16/2018 13:35:00,463
05/16/2018 13:40:00,478
05/16/2018 13:45:00,476
05/16/2018 13:50:00,482
05/16/2018 13:55:00,484
05/16/2018 14:00:00,487
05/16/2018 14:05:00,474
05/16/2018 14:10:00,559
05/16/2018 14:15:00,574
05/16/2018 14:20:00,541
05/16/2018 14:25:00,542
05/16/2018 14:30:00,559
05/16/2018 14:35:00,577
05/16/2018 14:40:00,599
05/16/2018 14:45:00,582
05/16/2018 14:50:00,577
05/16/2018 14:55:00,550
05/16/2018 15:00:00,543
05/16/2018 15:05:00,565
05/16/2018 15:10:00,568
05/16/2018 15:15:00,564
05/16/2018 15:20:00,544
05/16/2018 15:25:00,546
05/16/2018 15:30:00,577
05/16/2018 15:35:00,612
05/16/2018 15:40:00,652
05/16/2018 15:45:00,602
05/16/2018 15:50:00,524
05/16/2018 15:55:00,592
05/16/2018 16:00:00,526
05/16/2018 16:05:00,532
05/16/2018 16:10:00,526
05/16/2018 16:15:00,511
05/16/2018 16:20:00,575
05/16/2018 16:25:00,507
05/16/2018 16:30:00,564
05/16/2018 16:35:00,527
05/16/2018 16:40:00,555
05/16/2018 16:45:00,606
05/16/2018 16:50:00,536
05/16/2018 16:55:00,539
05/16/2018 17:00:00,469
05/16/2018 17:05:00,572
05/16/2018 17:10:00,581
05/16/2018 17:15:00,631
05/16/2018 17:20:00,605
05/16/2018 17:25:00,600
05/16/2018 17:30:00,613
05/16/2018 17:35:00,558
05/16/2018 17:40:00,537
05/16/2018 17:45:00,543
05/16/2018 17:50:00,517
05/16/2018 17:55:00,506
05/16/2018 18:00:00,528
05/16/2018 18:05:00,580
05/16/2018 18:10:00,601
05/16/2018 18:15:00,556
05/16/2018 18:20:00,510
05/16/2018 18:25:00,506
05/16/2018 18:30:00,496
05/16/2018 18:35:00,483
05/16/2018 18:40:00,455
05/16/2018 18:45:00,431
05/16/2018 18:50:00,426
05/16/2018 18:55:00,443
05/16/2018 19:00:00,405
05/16/2018 19:05:00,431
05/16/2018 19:10:00,388
05/16/2018 19:15:00,413
05/16/2018 19:20:00,403
05/16/2018 19:25:00,383
05/16/2018 19:30:00,429
05/16/2018 19:35:00,369
05/16/2018 19:40:00,387
05/16/2018 19:45:00,385
05/16/2018 19:50:00,406
05/16/2018 19:55:00,373
05/16/2018 20:00:00,387
05/16/2018 20:05:00,387
05/16/2018 20:10:00,418
05/16/2018 20:15:00,410
05/16/2018 20:20:00,454
05/16/2018 20:25:00,381
05/16/2018 20:30:00,384
05/16/2018 20:35:00,351
05/16/2018 20:40:00,343
05/16/2018 20:45:00,347
05/16/2018 20:50:00,326
05/16/2018 20:55:00,346
05/16/2018 21:00:00,331
05/16/2018 21:05:00,349
05/16/2018 21:10:00,347
05/16/2018 21:15:00,339
05/16/2018 21:20:00,323
05/16/2018 21:25:00,338
05/16/2018 21:30:00,325
05/16/2018 21:35:00,305
05/16/2018 21:40:00,262
05/16/2018 21:45:00,267
05/16/2018 21:50:00,269
05/16/2018 21:55:00,241
05/16/2018 22:00:00,229
05/16/2018 22:05:00,241
05/16/2018 22:10:00,264
05/16/2018 22:15:00,227
05/16/2018 22:20:00,244
05/16/2018 22:25:00,178
05/16/2018 22:30:00,167
05/16/2018 22:35:00,182
05/16/2018 22:40:00,171
05/16/2018 22:45:00,132
05/16/2018 22:50:00,159
05/16/2018 22:55:00,150
05/16/2018 23:00:00,129
05/16/2018 23:05:00,160
05/16/2018 23:10:00,166
05/16/2018 23:15:00,128
05/16/2018 23:20:00,139
05/16/2018 23:25:00,141
05/16/2018 23:30:00,141
05/16/2018 23:35:00,117
05/16/2018 23:40:00,116
05/16/2018 23:45:00,92
05/16/2018 23:50:00,78
05/16/2018 23:55:00,125
05/17/2018 00:00:00,92
05/17/2018 00:05:00,100
05/17/2018 00:10:00,100
05/17/2018 00:15:00,87
05/17/2018 00:20:00,80
05/17/2018 00:25:00,70
05/17/2018 00:30:00,72
05/17/2018 00:35:00,73
05/17/2018 00:40:00,62
05/17/2018 00:45:00,61
05/17/2018 00:50:00,59
05/17/2018 00:55:00,52
05/17/2018 01:00:00,42
05/17/2018 01:05:00,64
05/17/2018 01:10:00,55
05/17/2018 01:15:00,46
05/17/2018 01:20:00,43
05/17/2018 01:25:00,39
05/17/2018 01:30:00,39
05/17/2018 01:35:00,42
05/17/2018 01:40:00,33
05/17/2018 01:45:00,37
05/17/2018 01:50:00,32
05/17/2018 01:55:00,27
05/17/2018 02:00:00,34
05/17/2018 02:05:00,35
05/17/2018 02:10:00,35
05/17/2018 02:15:00,32
05/17/2018 02:20:00,34
05/17/2018 02:25:00,26
05/17/2018 02:30:00,25
05/17/2018 02:35:00,26
05/17/2018 02:40:00,25
05/17/2018 02:45:00,22
05/17/2018 02:50:00,21
05/17/2018 02:55:00,23
05/17/2018 03:00:00,20
05/17/2018 03:05:00,18
05/17/2018 03:10:00,20
05/17/2018 03:15:00,16
05/17/2018 03:20:00,14
05/17/2018 03:25:00,18
05/17/2018 03:30:00,15
05/17/2018 03:35:00,20
05/17/2018 03:40:00,21
05/17/2018 03:45:00,16
05/17/2018 03:50:00,19
05/17/2018 03:55:00,13
05/17/2018 04:00:00,17
05/17/2018 04:05:00,16
05/17/2018 04:10:00,22
05/17/2018 04:15:00,23
05/17/2018 04:20:00,23
05/17/2018 04:25:00,22
05/17/2018 04:30:00,23
05/17/2018 04:35:00,21
05/17/2018 04:40:00,20
05/17/2018 04:45:00,35
05/17/2018 04:50:00,28
05/17/2018 04:55:00,31
05/17/2018 05:00:00,29
05/17/2018 05:05:00,38
05/17/2018 05:10:00,41
05/17/2018 05:15:00,48
05/17/2018 05:20:00,51
05/17/2018 05:25:00,52
05/17/2018 05:30:00,61
05/17/2018 05:35:00,63
05/17/2018 05:40:00,73
05/17/2018 05:45:00,92
05/17/2018 05:50:00,86
05/17/2018 05:55:00,78
05/17/2018 06:00:00,89
05/17/2018 06:05:00,93
05/17/2018 06:10:00,110
05/17/2018 06:15:00,117
05/17/2018 06:20:00,120
05/17/2018 06:25:00,127
05/17/2018 06:30:00,144
05/17/2018 06:35:00,151
05/17/2018 06:40:00,194
05/17/2018 06:45:00,193
05/17/2018 06:50:00,196
05/17/2018 06:55:00,195
05/17/2018 07:00:00,190
05/17/2018 07:05:00,220
05/17/2018 07:10:00,248
05/17/2018 07:15:00,256
05/17/2018 07:20:00,278
05/17/2018 07:25:00,299
05/17/2018 07:30:00,304
05/17/2018 07:35:00,331
05/17/2018 07:40:00,368
05/17/2018 07:45:00,361
05/17/2018 07:50:00,343
05/17/2018 07:55:00,313
05/17/2018 08:00:00,289
05/17/2018 08:05:00,293
05/17/2018 08:10:00,283
05/17/2018 08:15:00,308
05/17/2018 08:20:00,315
05/17/2018 08:25:00,291
05/17/2018 08:30:00,302
05/17/2018 08:35:00,307
05/17/2018 08:40:00,337
05/17/2018 08:45:00,344
05/17/2018 08:50:00,340
05/17/2018 08:55:00,313
05/17/2018 09:00:00,310
05/17/2018 09:05:00,309
05/17/2018 09:10:00,320
05/17/2018 09:15:00,316
05/17/2018 09:20:00,313
05/17/2018 09:25:00,296
05/17/2018 09:30:00,290
05/17/2018 09:35:00,302
05/17/2018 09:40:00,333
05/17/2018 09:45:00,317
05/17/2018 09:50:00,315
05/17/2018 09:55:00,306
05/17/2018 10:00:00,297
05/17/2018 10:05:00,298
05/17/2018 10:10:00,319
05/17/2018 10:15:00,309
05/17/2018 10:20:00,330
05/17/2018 10:25:00,318
05/17/2018 10:30:00,332
05/17/2018 10:35:00,325
05/17/2018 10:40:00,340
05/17/2018 10:45:00,335
05/17/2018 10:50:00,346
05/17/2018 10:55:00,321
05/17/2018 11:00:00,335
05/17/2018 11:05:00,363
05/17/2018 11:10:00,358
05/17/2018 11:15:00,377
05/17/2018 11:20:00,367
05/17/2018 11:25:00,342
05/17/2018 11:30:00,361
05/17/2018 11:35:00,377
05/17/2018 11:40:00,382
05/17/2018 11:45:00,397
05/17/2018 11:50:00,406
05/17/2018 11:55:00,396
05/17/2018 12:00:00,398
05/17/2018 12:05:00,393
05/17/2018 12:10:00,435
05/17/2018 12:15:00,407
05/17/2018 12:20:00,411
05/17/2018 12:25:00,417
05/17/2018 12:30:00,419
05/17/2018 12:35:00,408
05/17/2018 12:40:00,424
05/17/2018 12:45:00,445
05/17/2018 12:50:00,414
05/17/2018 12:55:00,430
05/17/2018 13:00:00,443
05/17/2018 13:05:00,427
05/17/2018 13:10:00,441
05/17/2018 13:15:00,489
05/17/2018 13:20:00,453
05/17/2018 13:25:00,466
05/17/2018 13:30:00,484
05/17/2018 13:35:00,462
05/17/2018 13:40:00,489
05/17/2018 13:45:00,508
05/17/2018 13:50:00,475
05/17/2018 13:55:00,479
05/17/2018 14:00:00,492
05/17/2018 14:05:00,521
05/17/2018 14:10:00,572
05/17/2018 14:15:00,568
05/17/2018 14:20:00,550
05/17/2018 14:25:00,553
05/17/2018 14:30:00,560
05/17/2018 14:35:00,578
05/17/2018 14:40:00,578
05/17/2018 14:45:00,585
05/17/2018 14:50:00,568
05/17/2018 14:55:00,577
05/17/2018 15:00:00,547
05/17/2018 15:05:00,562
05/17/2018 15:10:00,604
05/17/2018 15:15:00,620
05/17/2018 15:20:00,601
05/17/2018 15:25:00,563
05/17/2018 15:30:00,551
05/17/2018 15:35:00,569
05/17/2018 15:40:00,607
05/17/2018 15:45:00,593
05/17/2018 15:50:00,579
05/17/2018 15:55:00,559
05/17/2018 16:00:00,549
05/17/2018 16:05:00,549
05/17/2018 16:10:00,580
05/17/2018 16:15:00,592
05/17/2018 16:20:00,572
05/17/2018 16:25:00,574
05/17/2018 16:30:00,573
05/17/2018 16:35:00,597
05/17/2018 16:40:00,591
05/17/2018 16:45:00,578
05/17/2018 16:50:00,562
05/17/2018 16:55:00,565
05/17/2018 17:00:00,524
05/17/2018 17:05:00,581
05/17/2018 17:10:00,567
05/17/2018 17:15:00,585
05/17/2018 17:20:00,536
05/17/2018 17:25:00,569
05/17/2018 17:30:00,556
05/17/2018 17:35:00,521
05/17/2018 17:40:00,549
05/17/2018 17:45:00,566
05/17/2018 17:50:00,555
05/17/2018 17:55:00,551
05/17/2018 18:00:00,534
05/17/2018 18:05:00,559
05/17/2018 18:10:00,527
05/17/2018 18:15:00,564
05/17/2018 18:20:00,489
05/17/2018 18:25:00,485
05/17/2018 18:30:00,484
05/17/2018 18:35:00,484
05/17/2018 18:40:00,489
05/17/2018 18:45:00,478
05/17/2018 18:50:00,430
05/17/2018 18:55:00,439
05/17/2018 19:00:00,450
05/17/2018 19:05:00,451
05/17/2018 19:10:00,456
05/17/2018 19:15:00,428
05/17/2018 19:20:00,424
05/17/2018 19:25:00,411
05/17/2018 19:30:00,385
05/17/2018 19:35:00,408
05/17/2018 19:40:00,411
05/17/2018 19:45:00,399
05/17/2018 19:50:00,381
05/17/2018 19:55:00,377
05/17/2018 20:00:00,391
05/17/2018 20:05:00,356
05/17/2018 20:10:00,385
05/17/2018 20:15:00,419
05/17/2018 20:20:00,386
05/17/2018 20:25:00,378
05/17/2018 20:30:00,369
05/17/2018 20:35:00,365
05/17/2018 20:40:00,353
